Steps,HeartRate,Calories,SleepHours,ScreenTime,StressLevel
2205,97,2128,6.757048246004448,8.17288889283087,51.87
13951,81,1299,6.6778671622108,5.634818295835103,28.49
13312,85,2881,5.586620585626626,2.1766126551206497,28.78
2990,102,3256,6.623123201849087,2.935643243185472,52.44
6299,114,2252,7.432299196780719,6.90605191367926,43.49
13997,98,2120,6.010178230572759,4.465371140563705,31.05
4572,88,1831,7.784918878353044,8.52825872499374,42.63
6975,79,1881,8.667393363562315,9.549595083989837,38.32
14472,100,3404,4.428109089109167,8.250732327474264,54.14
7320,113,3329,6.209282136904546,4.3979088069600145,51.15
5380,79,1953,5.948120547710486,8.098177863082817,41.5
13350,78,2664,7.624788824298369,4.162975061236152,18.15
14290,125,1919,4.999204791547577,2.503900789890705,46.28
5757,89,1274,7.341505489713658,1.3005388437927166,32.9
3713,112,2493,8.76493545038893,4.47145041484918,53.29
11395,93,3122,6.008789598761736,9.132033733275536,42.39
6588,81,1261,8.96609419987532,3.1508792898010887,36.81
12312,126,2073,9.45898243360087,2.8586184843680558,43.35
1966,65,1519,4.136552299687713,9.728387067169363,58.88
5944,86,3349,4.898319127909152,1.225037015655329,44.97
14395,69,2652,9.202278508892558,8.07203935354379,27.95
4432,107,2073,9.24996611888832,3.892329601667833,49.63
1688,129,2945,4.086243652320551,1.337391611826934,75.16
5243,118,2755,3.58999100226282,9.260222861886252,74.46
4701,118,1311,4.466600139538533,2.2567809718862524,63.5
9533,61,1660,9.47607670029349,5.966013553531258,24.58
6182,88,2086,4.579997699664121,3.46648786686593,42.22
10916,127,2315,6.515285640332139,1.5867352196622193,36.9
14671,124,2275,8.590506358583067,1.4493023709704118,35.63
7704,85,1719,3.622409664129238,2.040010289527049,42.6
5422,69,2011,7.126933893550757,1.6423031250044204,21.08
10984,112,3483,5.162152693217746,7.845023039679306,55.61
2759,118,3124,8.674009498638389,5.370095820550863,63.99
12404,81,2804,5.200766895584475,4.086028822140817,31.27
10181,110,2126,7.620534321691453,4.7653201911880645,29.75
11454,107,1756,7.545317794684381,9.36052062015361,37.83
3482,80,3481,4.82896129315784,9.196766314643325,61.87
9058,81,2255,3.7087951992101007,7.441088321103192,41.9
1951,89,1778,5.9554974427123835,8.96214139679519,56.96
9914,84,1741,5.235158911795218,3.876832248288623,31.17
12581,87,3361,8.353866497682251,4.429983934074546,31.42
3079,124,3451,8.302185130732072,6.5234096366880525,68.15
3717,104,2252,6.242143713155753,6.612633525675378,51.17
11524,127,1673,7.139073351939313,5.335298542111069,42.58
12568,66,2104,7.125557095921551,4.60592063594158,12.09
5524,108,3145,8.462948890565741,9.875622804478256,58.66
10692,68,1585,6.050014484739185,8.39011263505952,27.99
9477,95,1261,5.152680078743055,4.914821780992407,42.64
8311,60,1714,5.090209508843285,7.545632295156116,31.33
12687,69,1629,6.717153675693225,3.4260552392721353,17.3
8186,95,1779,6.194889216393276,1.9015239361359688,32.15
3065,105,2760,6.140724625909617,4.171879229974666,53.99
1768,91,2364,4.046824034538243,4.626755201110548,59.33
6490,91,2523,7.8116224441411735,1.148834121046037,27.83
12249,65,1670,4.782420127891465,8.333128014723064,32.31
13481,107,2616,4.681721781252328,4.232740621502634,43.78
7645,97,2865,5.976549921664361,6.223763492021323,43.81
6083,76,2668,4.8666700497068085,1.6656686854386038,35.91
6232,86,2008,7.003149603848092,2.5749714587552557,28.39
11353,113,1371,5.728780036006829,9.00724352794804,51.46
12485,109,1230,6.193470335556741,6.478187750945207,44.71
6797,94,1246,6.723015929624173,9.55255645153437,48.13
10138,84,1329,4.721213134890829,9.988750309521853,45.86
5926,87,2177,4.434509737193179,4.34674103799785,43.78
7016,74,2845,8.782531417241628,3.6892275767494715,30.37
4335,63,2804,6.102342216988526,8.725204496431871,40.17
13342,86,1257,5.972561657795235,9.987502843337088,41.02
9038,85,2329,3.713672901637049,6.6667711080921155,43.04
14087,78,2553,6.487857815524359,8.156266502603701,27.72
5873,76,1967,6.825018329666,8.03571272933747,34.4
2481,102,1882,6.853045225727999,4.198057373975923,48.78
11093,100,3208,7.742187015937306,6.168433422313785,35.36
7305,101,2990,4.564891009946071,8.497512471377922,57.81
4451,109,2677,5.013338805383713,7.193024886349499,61.76
13256,99,2085,8.364382791382475,1.1904743258383443,23.71
1054,98,1596,9.183023701060364,4.030351020077802,57.76
8643,82,2738,4.315596484203924,2.3002812693514483,36.33
11015,111,3273,6.485897327031309,3.0967499087023516,39.83
14489,106,1512,4.785057516437521,9.14940529742193,52.31
4462,122,3373,3.8604390101298947,1.3320396001969135,69.64
12271,128,2788,5.4530200287568125,2.978206407657314,48.37
1832,102,2421,4.3621257511052764,3.786124170144083,61.49
13600,107,2010,7.759598440605478,6.551956647697553,32.73
11998,93,3435,6.702352482028667,5.8069152107727895,36.34
6954,99,3232,4.3630068259418655,2.9644253456804748,52.4
11682,120,2707,3.555449530433086,2.4781696050083903,53.05
9519,109,1649,8.348942294145276,3.131182311365069,35.38
8221,126,3094,4.557166436985485,5.5227666403149005,62.61
4310,121,2577,7.1372998533245955,3.440600071400831,50.24
4300,117,1796,5.521531478460473,9.528422514469499,65.97
7722,92,3347,7.012915629890213,5.174786992859628,38.43
8218,75,1815,5.393921761893944,1.5291641489017336,26.67
8776,107,2147,4.021637364153525,7.563397652529701,52.35
4675,69,2781,4.837700051346522,3.9596075938809063,40.89
4054,97,1755,4.628351398874454,6.881400388524228,58.83
14575,78,1477,6.0681161146378635,3.516349334709088,25.71
8970,95,3213,7.449702700556944,6.136693675599879,34.82
3143,118,1690,5.082836449678146,7.949372543267182,69.93
6207,122,1454,3.5724196118037077,9.352078675970986,75.46
10503,105,2091,6.613624185588542,3.3501442998976936,29.58
12383,62,1741,7.134556936153833,4.0137125589908305,12.24
3538,124,2487,9.277222964010857,5.178397782573457,62.44
13175,67,2833,7.036824818559481,9.3445735396239,24.2
5547,110,2024,6.327035356268851,9.112481711295914,53.45
6619,65,2552,6.940409755386223,1.8089045209057422,18.81
9356,98,1480,9.067403779172162,2.1873684317842974,34.55
13469,119,2498,8.470268873609879,5.4595825959757445,40.62
7612,87,1972,5.437872400182848,1.9595734552488113,32.55
6005,113,1527,4.923526181942823,4.110227860138277,56.93
1822,96,3458,5.075801674196442,2.335468403957299,61.17
1943,68,2122,6.526526238291278,6.724363196186973,39.12
7150,115,1751,7.964296707371467,9.545458885652456,50.79
5425,118,3273,6.519315243097773,9.970603932649434,64.41
9966,61,3274,3.9067783749686757,4.377170192472233,33.31
3198,120,1901,7.841484202639886,6.39111373403151,56.31
12348,117,3119,8.335820772025723,8.706408881716731,48.74
5242,119,1366,5.236987190718318,2.0571586551674557,58.0
4695,99,1368,7.484754435700102,7.206079699467685,47.26
4452,95,1428,6.05955140632636,4.679592955525614,49.03
10106,96,3202,8.834716134364657,2.855315442521477,34.09
14859,77,1566,8.57135334896444,4.624782568726978,24.46
2308,122,1727,6.652591989857854,1.6836425826842518,56.2
5177,81,1990,7.649033274881567,7.258664337303752,34.31
9705,70,1723,8.800098206132624,3.2746840187360777,20.1
11112,117,2295,6.474302060469653,3.802650805403902,35.99
7852,116,2868,5.379504442932932,2.089731684173165,48.25
7035,63,3353,8.021996827457487,8.781932025009025,33.35
4594,66,3108,4.820397528708151,5.440998513544647,44.63
5841,120,2505,5.831186888036252,6.149321900077602,56.03
2409,113,1332,8.694363422640762,6.124894147853691,63.53
13994,127,2842,7.84653404161589,4.6944380308720755,42.43
5566,60,3088,5.922866031484995,2.732769238943255,29.9
12382,114,2970,4.788467014450145,7.7061947364856,54.18
5491,62,1217,5.635810344993419,2.143506388219069,32.23
2555,97,2977,5.2046248953645975,1.9348641125092945,54.83
1804,60,1316,4.556535727663124,7.3913053383685305,53.09
14221,97,1997,7.95999748139394,2.8795331840678546,24.04
2279,88,2911,5.012419321101029,3.760954762175491,54.85
14192,64,1952,6.225004821006583,5.2770472030156625,17.91
14364,80,2592,5.815156681016655,5.044161850565915,27.58
8083,126,3297,9.392464271813786,7.377212125584993,62.04
6986,106,1877,5.846553464889324,6.610886140990249,47.92
6619,94,1305,3.9798948967805288,6.799565460536791,57.71
12769,127,1857,4.038954515432504,7.426488975899116,59.8
12093,128,3146,7.044522328118389,3.6335145468111882,44.15
2387,60,2648,7.096181310429594,3.900999806204263,30.35
14591,127,2295,6.01255394289593,4.941979731059988,44.3
13880,71,2187,6.091062153872178,3.767159557301735,17.51
11953,119,3008,3.8235954970452273,9.864440820737771,64.68
3679,86,2982,6.599279062335573,8.326467337792867,49.95
3106,115,1645,6.52843685228211,2.481892194304266,53.66
9173,82,3148,4.397295911341667,1.0503474029368256,35.88
5223,84,3317,4.123036316665566,1.3850494142254108,49.78
5831,80,3197,4.241434943596943,3.1965710593863275,47.75
3768,120,3397,4.106169478947551,2.028621572531709,70.51
13145,122,1973,7.158249173220559,5.800043034033149,38.73
4186,111,2761,4.678895914417511,8.721957004546228,67.9
12472,84,2875,5.0085809131247805,7.630751988219046,39.38
3573,114,2322,4.541432864908638,2.9404815677397136,59.35
13808,105,2501,9.247011826691018,4.5936933042320724,37.23
3599,91,2786,8.627704778911014,5.571047885781499,47.79
5033,114,2886,4.8829690241091255,8.29185264553002,66.36
9428,64,2143,5.465397763532756,8.552094427955483,26.58
2304,95,1654,4.759357053829983,9.187464807169984,65.92
12622,108,2327,6.451255756764942,5.583207254525877,35.17
8368,117,2145,3.6176631948455213,7.248472717922766,59.22
6877,98,1800,7.528208053380775,2.0062033411054343,30.32
2301,120,1924,6.63894889890585,6.087600639585839,60.52
3541,68,3480,8.89183356980662,3.238226285240216,41.24
3051,65,2617,4.486356105970485,4.8854519652395,45.12
7809,94,2724,8.32465547636679,6.706454574760475,38.26
9633,98,1450,8.251766086800295,3.31287344068403,31.7
11268,81,2744,4.263087135301322,1.4696655201708497,31.57
12372,100,1278,5.891355344864765,1.0921047076788177,33.92
11849,64,2097,4.520915846867101,1.1994358199006938,19.2
12990,101,1980,5.028323002745293,1.0751476376239268,33.23
9996,126,1425,5.079477048983266,1.9931955090208793,49.35
1074,89,2274,6.837418364154637,3.155398431131169,43.36
7981,116,2409,5.9684655905627935,2.9909936276406928,42.8
11367,88,2257,9.186396824037832,9.881169347619071,35.69
13116,96,2002,4.258220851682031,3.754054946880489,38.79
11281,72,1941,9.342152809101194,2.146787050234592,19.57
6475,91,3378,4.883831841285584,5.910062897509822,53.11
9232,105,1903,8.13724361829112,8.721617098577575,39.76
11273,82,2626,5.533819557036928,7.1025433910890765,33.19
8184,104,1814,4.358488372503883,3.664738802219053,47.57
6796,76,1528,8.647335111477439,6.054545438123094,34.85
8141,125,2595,5.353165395418779,7.433703767803682,57.43
14689,65,2683,7.453132425361053,7.552940431309681,17.42
13875,77,1332,6.898662110519759,6.998846097679199,27.47
2622,81,2034,6.330537856345246,8.837293822980563,47.83
9041,92,1320,6.474916835891235,8.83094912509694,41.25
1341,89,2675,7.893427484553725,6.210429034663029,49.01
13244,91,2164,4.026637484740643,4.86870732200091,38.23
3074,101,1328,7.509083971747431,6.774132660085899,51.8
8992,69,2798,8.874872608391472,8.363908012334168,30.4
1645,95,3276,3.846729182119185,1.0508689435706624,64.01
14018,93,2747,4.343920035402,9.92797308113366,49.02
5263,87,1532,7.799791620212188,2.646043950962793,34.02
9801,70,2353,6.123689889467705,5.232240870939786,20.69
7136,98,2516,5.92129172488213,8.8482676135858,47.04
9646,106,2396,4.321799807265415,3.0253635913977943,42.54
12145,78,2629,6.540620244306728,5.291157015103449,23.75
10900,74,1555,4.2592718671782634,2.1932396216306125,30.46
12664,87,1338,6.359722737863242,4.555686928493733,30.74
3969,83,2726,8.08169179376994,2.594219093137023,35.78
4028,68,2397,5.049586147322981,4.272649738940413,38.53
8643,106,1228,6.384717009078364,4.361177951134498,42.7
13989,92,2130,9.452095816381014,9.938537106384995,38.92
3681,121,2213,7.619902540124223,9.95331726373395,57.57
4629,78,2027,8.548140627831192,2.0330765079455118,30.76
14887,126,1550,5.9890856393632745,7.5337190139551256,52.14
5225,99,3224,8.107165538755131,1.4657093170219104,41.76
4067,106,1498,3.743055037647931,1.2717281380346976,60.64
6941,124,2943,4.23746709525347,1.9480050482046787,60.03
2386,88,3065,4.718423557520373,9.689370913071405,66.13
12968,109,2415,5.911711547691318,9.467771931052276,44.8
3866,72,2895,8.57446926995458,2.745350382526124,35.31
5788,60,3311,5.577596304727583,2.4550510199834035,32.37
12555,93,1954,7.427727161092777,3.164815778643523,21.14
6490,107,1969,7.7558857688209,5.639922946676279,40.43
14081,107,2438,7.017094124530049,6.127341688318689,33.58
5124,108,2033,5.643451809020817,2.994340873955026,47.82
9340,123,3413,6.962320050281265,7.809605092809507,52.38
4850,120,3106,5.553593556738477,3.785978524623857,60.97
6415,88,2764,4.0032424313120725,9.299181929764693,56.73
11250,98,2418,9.456823869116086,6.910504358110575,38.11
8679,85,1705,4.263094721795065,4.927160748732505,41.4
7819,76,2557,3.934090303016344,8.109208015325608,45.05
10328,72,2660,8.771184495242935,8.361231634419983,27.58
9378,128,2616,5.311007965357371,3.614334450480493,50.26
12046,85,2372,7.401781844441046,4.057430894524759,18.61
10442,108,1960,5.474034377973397,9.423596383557431,46.68
2333,126,2032,5.848725624766827,2.4826693452694473,60.73
13385,66,2628,5.072677832100779,1.379353752666408,20.07
5150,117,1482,5.558264034758061,5.0864979034859426,59.42
7766,108,1578,5.964202403519259,8.21088910219266,50.94
3711,112,1397,7.822496414554058,7.945012956796712,57.72
5853,124,1755,6.569217165408751,9.275775660215492,59.79
13693,121,1555,9.161391302941862,5.798805979321362,48.11
7212,76,2763,3.751282363032653,1.9005820440987997,39.75
8479,102,2240,6.518409935792169,6.298200769024144,36.47
6408,84,1578,7.005348732990309,8.005560529178904,38.53
10977,62,1879,9.021181916445643,1.8399530824284376,13.69
8715,88,2979,3.7949511417285655,2.553916609878308,43.56
9942,91,2098,6.940997509611297,1.110615950401038,18.68
2762,85,1275,8.621779571167743,6.342873215021293,51.05
13112,75,1430,4.95156636871542,8.98060952751314,38.56
8101,84,2939,8.757754091143624,7.035969844018895,37.56
8674,113,2161,3.614260455645751,9.838360788318838,60.52
13652,87,3462,7.894727774802378,1.5673028724978542,25.6
7122,115,3316,9.098679327011919,9.127009766363466,61.03
1481,124,1592,7.443185969840373,8.326614586480126,66.18
1153,100,2308,6.134175463882688,3.8281736844955443,52.66
8617,110,1466,3.769286098836308,9.761738966535265,63.83
2524,88,2292,9.020682879935773,3.5914397335427353,44.39
3120,78,1810,6.321777336149449,9.003742514453966,47.31
3343,125,2570,3.673980466015688,8.926737193667705,79.87
6136,100,2208,7.638926427972572,7.818918549426752,39.29
6760,104,2161,6.391023521457549,6.071234264315667,41.91
2240,74,1872,4.246071904654464,2.0800247465519925,47.31
1060,62,2900,4.785630855861557,5.787745610468484,50.85
10130,70,3362,3.8869440827350776,4.211166300894411,37.61
2639,112,3467,6.945761238251441,8.129953298398165,65.4
7185,105,1230,7.232176875512056,7.823162858471604,46.86
13312,89,2566,6.534453790132666,9.195512566353447,33.86
14350,116,2600,8.402612798015689,1.133471461885371,33.29
8970,77,2353,8.666052927848082,8.281928951407416,29.29
13418,110,1816,7.1937463800987596,9.446158478122019,40.08
12761,107,1738,3.576538878244583,8.103704041973351,55.47
2252,125,2070,7.671377934486414,2.1717501388333003,52.34
5203,67,1300,6.00799530152211,1.7315119435679898,31.97
9363,81,2612,6.893344899358322,1.1876071582693073,18.58
10650,65,2140,7.394483612113307,6.658707032452639,13.12
4549,116,1540,5.60141968596246,6.667053866738986,62.2
5197,95,2243,9.002591031030764,9.882223427963911,49.67
8009,116,1237,4.3038492004986875,4.582388566936862,59.24
7667,108,1859,7.529070843686225,3.9871565640774707,35.15
3322,104,3233,3.5261574797394823,6.619824344659532,73.3
10828,125,2760,9.047906632431085,8.430478052568345,52.55
12307,104,2856,4.175024799428549,9.430965545707016,54.67
5090,79,2249,4.069305380885448,8.228117495611347,50.29
7960,123,1653,5.498045798313465,4.840065825542243,53.58
4004,126,2904,5.741397716234483,6.714228117808577,67.56
6136,62,2546,4.785800433937272,8.706693940445053,39.81
1329,113,2018,7.010729965562748,5.415487194805655,56.36
4640,123,1972,6.157484588251782,2.9501797933485343,53.29
13086,99,1212,3.7050535342465247,2.5275109577308568,47.08
14808,118,2120,5.417912373531804,1.0014197012025106,37.39
8982,114,2024,8.362597481439023,7.464141954831558,42.55
5107,121,2514,7.638209209171212,1.9998748796139145,44.48
2341,63,3217,7.849225121479282,3.1945518972634637,34.79
12855,119,2428,7.688701544501141,3.68088698370514,33.5
9407,89,1896,5.3658381282982,6.043418741230915,35.99
1338,61,2149,4.097983532460655,4.581615495661923,46.36
6895,121,2638,5.134803104198576,7.072065928208456,59.71
13254,108,1268,8.490711801110955,1.5007479339583245,34.95
3708,68,2981,9.382824786698427,2.115452748379955,37.75
12344,90,3447,6.463082088449368,5.4929035317994,35.87
2750,120,3463,3.5582021295382535,4.032683090621468,79.31
6604,107,3169,4.340268872805375,3.6623202647622373,57.38
3421,84,1411,5.432483451897594,1.6032527113377046,45.54
8119,95,1707,6.971512091557699,9.061472572732013,39.73
9901,67,3263,3.950561874831884,7.226367275125456,40.01
6319,117,2721,9.16014379225929,2.0945634113768445,49.08
7609,104,1531,5.690502039706404,1.5854136196342656,41.41
14400,121,1750,8.97550530754894,9.773852800881187,51.64
6387,98,2824,8.18313081654213,7.130552953955544,44.23
12918,117,2141,8.032623635093486,4.757104639843673,34.68
12834,123,1927,7.140317478693392,7.315579366802064,41.87
4993,103,2079,7.260702902311068,7.806986078321431,44.78
9680,88,1848,7.328019411297489,8.019659821499014,28.4
9044,118,2199,7.272328322153493,5.300895750877519,36.34
14849,68,2721,6.822369388390167,4.868944823123632,18.13
9238,65,2812,9.418484110897333,1.099252758420103,20.0
12551,88,2209,7.893743404554177,9.339014036276541,28.05
5873,117,2750,8.161678330355127,6.4297709055004875,51.93
14327,76,2003,8.734776890502046,2.828385434709713,18.79
5806,75,1413,4.793838576355095,9.27643077479293,50.41
9592,62,1368,4.0028249545703645,9.234387115932668,39.61
13182,80,2177,6.397366619591592,9.902657479294863,29.12
6913,123,2528,6.584484173715639,8.86650906825081,55.12
8124,95,1345,8.475090679699505,9.980059490380583,46.11
4157,121,2998,6.162701475694014,3.2021756931094534,58.38
13537,101,1715,6.925118153265876,8.580246266793107,37.05
1390,101,1652,6.66242563108075,8.407254779161882,60.11
13045,120,1259,3.7292167025443463,3.0784632329866035,56.42
5430,72,1727,7.191289379581484,1.885937941008917,24.58
9820,70,2223,8.468259714645512,9.814784623098397,24.48
8686,113,2764,4.4450032884548225,3.6642209636854934,51.11
5232,75,2302,7.065990403559574,8.838026114210255,34.56
12122,67,1632,7.061663266678487,1.037144392071435,11.12
9007,118,2376,4.485109784338152,1.1892232649764198,45.55
2521,116,1600,4.240781442384416,5.192841778267315,71.4
10018,99,3304,9.380311657858908,3.148432155415572,39.33
14014,118,3433,5.862315017918226,7.208571550923678,53.34
2500,61,1804,4.864530372341176,6.090078930111589,44.54
7737,69,3405,4.527947266726249,1.697372177054423,36.19
4294,103,3010,7.50561028149941,2.4636546668414536,42.65
6085,70,2663,7.156671783963673,4.492443430525729,26.09
3419,61,2973,7.361312737924505,2.6704365755988984,27.53
10126,109,2753,4.0280361650687135,8.130001125195356,54.81
4042,71,2296,8.861207500990622,4.744632119979521,34.27
5497,82,2128,5.8355983808542895,1.8408868015824935,32.32
2466,77,3151,5.380216438582147,5.359086120449124,52.07
4561,121,3173,6.274168683486435,1.8175436295527274,56.08
1614,121,3264,5.8403963944857695,2.1604357487783545,66.83
6392,97,2754,8.681462018834875,3.1564884882538475,39.78
8693,126,1525,9.075565851187353,8.735749347227408,57.73
10374,97,2194,5.320719298697638,9.321512790996747,40.78
4223,126,1812,8.68361484475973,8.436319563988622,64.29
8138,120,1795,8.189138777198403,4.006694956760625,42.94
3667,60,2120,9.08484603406857,3.452017969979485,29.55
8980,104,2041,4.974501873115327,5.9424012171121525,44.17
14409,87,2425,6.961754900725874,7.496678444798011,27.24
1130,80,1543,5.147267508442668,9.940355093441573,62.47
14482,72,3076,8.444566942906246,2.184136406910336,19.88
3983,86,2058,3.5319451434263858,1.4436279912142398,49.28
5278,66,2623,6.888914977318377,7.249203000957439,31.56
8126,81,1644,5.535220587631508,8.490032051535149,40.52
13651,112,2988,5.436102242466921,8.617139018797808,51.59
9230,63,1421,7.369437943189502,7.106171941694446,20.52
8694,82,1791,8.608906695883963,9.586142237072684,35.76
13151,129,2230,7.155172348359957,5.599042871901283,39.92
7640,92,2495,8.619037871880334,9.224333185025912,41.32
12779,87,2217,5.08758267128618,9.710309232923708,38.33
6468,67,3263,6.617011128589887,8.62441711302797,37.36
1920,60,2647,6.203219234402456,3.7878270693275855,35.8
8564,96,3245,3.5698693970185773,2.765940860532657,50.86
11961,122,1723,6.840872858844441,5.9330805848363655,42.44
13303,81,3268,7.46914594487705,5.077132753421696,24.99
9684,129,3475,7.051486426514421,8.899825079734597,55.76
14737,80,3008,7.917679392700529,1.9002850396043836,19.73
10323,94,2511,6.928037170718463,3.3196605518036675,24.8
12713,64,2506,3.9005015291045417,7.766190500668377,33.71
9502,119,2289,4.198673144508269,1.854879804795809,46.5
9930,105,2872,7.078847465263714,3.8868797261953016,32.57
4241,109,1636,5.149875151841841,4.484398546485848,58.21
1545,107,2028,3.9778707742085953,6.60334416906421,70.12
11653,65,1458,6.077616460691281,2.423193811474281,18.6
5346,115,3203,6.825935588501932,8.745440413147385,59.41
14046,118,3189,5.472475930097639,5.027880119196468,50.14
10996,88,1302,7.822602213354668,9.253195406925009,34.4
12404,77,2192,7.362623648607467,5.210829222705384,15.85
14585,61,1968,5.496910166550032,3.4753623304666004,17.44
14919,67,2324,8.029235173451363,2.276459458189074,10.01
4810,113,2421,7.392170255198213,1.0337058524015634,39.48
8206,97,3473,7.324672272307413,5.789417364863521,39.7
10005,107,1436,6.820566204722408,1.964410272342311,32.36
13316,86,2344,3.5683380085313168,4.525549872680604,38.7
14245,79,1966,7.6790431008613345,6.30344585113378,20.29
3032,71,2190,5.756250746654938,3.4811730721243026,36.15
13764,102,2959,9.155658260951935,2.5770186312950374,35.98
13605,120,3479,8.407908626463232,7.9724946034840745,52.05
9436,90,1695,7.026166817187873,9.521120550534585,34.8
14035,120,2247,5.013091890915616,1.903963760757694,41.37
13984,126,2926,4.7223043596659995,2.4003129194650707,51.36
1271,94,3272,5.542309026065295,9.640113915274467,68.89
4511,74,1537,6.359407661480111,1.3400579963102164,32.54
2771,75,3137,5.276393060233683,9.79869102895425,57.52
10454,72,3017,6.589576972354896,1.041800347764899,17.54
11616,94,1336,4.492222553079116,8.863017900861982,49.55
5361,118,3474,9.366276876953,3.765926628889746,61.23
8069,80,1519,4.147547329789964,9.44729972359567,49.57
1920,113,3063,9.091664837926231,3.852507597720269,63.29
9190,89,2115,8.98146806841617,6.888756893806504,32.85
4430,107,2405,6.652162890916988,1.72029312789343,42.46
5435,94,3097,7.849461631016506,3.180968303083651,39.4
13676,97,3333,6.116289787835527,7.963114118313257,43.44
11816,90,2125,7.280207465254629,5.758172683109377,23.17
4760,83,3300,5.543455624526712,9.351721556083403,55.23
3050,108,2458,5.306954118712672,4.858762675072189,58.18
12692,91,3182,6.969378717017082,8.828311292325306,36.74
2165,114,1632,6.488778045103882,5.0405989373041376,59.72
9567,117,2198,6.977218214899887,9.813234508317867,42.86
3033,62,3347,5.219963487722138,9.638509432589892,52.96
7467,128,2189,5.701746990901972,3.962230350004723,50.49
1145,69,1798,4.003387763773456,8.973313033751229,60.03
5388,84,1595,3.8136582336332343,8.628502367940843,57.84
8832,127,1614,5.020742778038097,2.8961235759480655,52.88
9623,120,2138,3.9454811559832743,6.6186136070494275,54.83
9896,88,2836,4.122648251808444,1.6541408403083337,36.52
9173,78,1740,8.377570432363623,8.530396485251154,30.5
3632,102,2849,3.7332421821001356,2.5709129515314686,61.6
5494,125,3145,7.453656763608457,1.6373323124718806,49.08
9056,120,1283,5.135346492892403,4.601971859849301,53.85
8511,102,1470,8.729274084248758,6.192299247396791,42.77
10155,84,3491,6.4099537074649975,8.69425262703794,38.71
11426,79,1587,5.333458755966954,9.768182729695628,38.34
11233,107,1413,6.605833614136607,4.955432613128773,38.1
2828,83,1258,5.791748114271613,1.544022306867432,45.89
11300,70,2825,6.885806388018981,7.742040211232836,23.78
13260,114,2042,4.187197209958089,6.086559306015437,50.05
10130,87,2727,9.481943016875306,5.0310221036001685,33.08
5805,128,2929,6.053335266180305,3.783419909129707,58.15
1806,122,1322,5.589383838244212,5.521586750591821,71.65
10655,118,2636,7.761259089897589,4.0481164401132785,35.59
8486,64,2362,5.683396438971995,7.813106809726243,27.55
14613,110,1761,8.499645830172547,5.89504326843377,38.65
12607,80,3365,6.225624346162552,8.891629967387008,37.24
9202,71,2937,7.817350479592609,5.891895231844979,22.8
14373,109,2104,4.144719298651319,3.1443617200593703,43.23
2868,63,1594,8.576715113330671,8.6598269400893,42.15
8878,101,2926,7.914307920668659,6.014971404370395,37.06
14059,97,2916,4.770300670771794,2.861569343292051,39.31
6690,84,2134,4.3717160584747194,6.611570289605999,44.63
14895,73,2301,5.397754092353747,4.219450884481848,23.19
8827,91,2635,9.356423516191427,8.599650510628592,41.75
6429,70,1274,5.040989447402351,5.079697647818885,40.25
10076,120,1494,6.2367632536798,7.537972222966751,48.77
4564,77,1220,3.680121354304018,1.8598258687261344,50.3
2389,86,2238,5.883365177397395,4.564219116721116,45.39
12593,114,2434,6.927920092598616,9.849172928251589,42.58
8274,113,1759,9.21874767504779,8.276142605294336,51.43
13513,80,2309,6.6004162696403865,2.439467221302358,17.57
1824,103,2372,8.414643957066126,3.4998764452952957,50.01
3265,64,1571,6.782765855413404,3.9683422797072496,32.93
1936,100,3227,3.7447100806131086,6.853290044459011,74.26
11992,118,2017,5.390049651138645,7.8129528354069,48.53
11745,113,2374,6.95329704698662,7.745739479271188,38.4
7402,81,2364,9.203563795586746,5.5888665067576255,33.66
4845,124,2292,8.6547821585074,8.297384840543362,59.24
2796,123,2483,4.870133685073085,4.933702744817276,67.74
9245,63,3211,4.820658980114981,2.1149250876600574,27.52
8214,124,2045,4.707037802683405,6.07997657488432,56.17
1726,74,3191,9.034993377815018,9.57071246140996,56.34
3736,81,1720,8.615996918610325,8.136942862532603,46.14
14832,106,1570,8.149300593517692,6.208305829230182,37.12
12362,105,2642,5.856410685345366,6.821250943141872,41.14
14331,73,1300,6.526284225792601,9.375058243320154,31.43
2913,109,1860,6.285990468770917,4.855085149914644,54.69
10788,79,2881,5.020388645356236,3.9825472504837363,31.75
11106,109,1442,6.530168276892602,9.79517408500404,46.37
8657,92,1711,3.6829792871165266,8.770988201593001,53.07
3466,118,3473,4.2908622409847545,3.9073922615674217,72.89
11929,102,2741,8.819537577013678,5.174025376248306,36.52
10041,71,3461,8.010078602188539,4.735703161070191,24.07
11301,99,3314,6.037210454354522,2.341861108042905,36.11
8312,79,1595,6.602902173703264,9.620373914319332,35.93
9194,97,1811,5.719993315759865,4.638811880977829,36.72
13447,62,2460,7.944679202964035,8.87796174374117,18.4
8906,87,3057,8.205123075392478,2.7042060491259856,28.48
13261,115,1969,8.079711141218954,5.930837295734978,37.14
5876,72,2622,7.835670349006698,1.2156524661184283,22.2
8287,125,1606,4.727026032156775,7.877984354580777,62.39
1892,96,3072,5.527819875442873,6.228225084216505,61.61
11222,108,2703,6.319072609902049,6.630306251227774,40.29
12352,125,3469,5.4847579485659335,1.465487942991881,49.89
11568,95,2379,8.029641200949975,2.8993449718775386,23.37
5675,113,1853,5.476121145499728,1.6689778511822215,48.82
2933,85,2381,4.329392520712023,3.600228842234306,51.03
2380,99,2176,5.894242712289825,6.646951069139359,53.95
